Supplementary Data 1- Differentially expressed genes in activated T cells,,,,,,,,,,,,
transcript ID,entrez,symbol,chromosome,start,end,biotype,description,log FoldChange (stim-unstim),Average Exprression,t statistics,P.Value,adjusted P.Value
ENSG00000196226,3018,HIST1H2BB,6,26043455,26043885,protein_coding,"histone cluster 1, H2bb [Source:HGNC Symbol;Acc:4751]",4.083199999,-3.451827044,12.13898429,2.21E-20,3.34E-19
ENSG00000176349,100128374,AC110781.3,7,1878222,1889567,protein_coding,Protein LOC100128374  [Source:UniProtKB/TrEMBL;Acc:E9PF64],-4.028559413,-2.248967952,-12.12249194,2.38E-20,3.58E-19
ENSG00000155254,83742,MARVELD1,10,99472930,99477907,protein_coding,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:28674],3.684669114,-0.281882975,12.10846876,2.53E-20,3.81E-19
ENSG00000272058,100996741,AC243772.2,HG1287_PATCH,150388743,150392131,protein_coding,UPF0627 protein ENSP00000358171  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZW35],-2.272946566,3.519863594,-12.10611137,2.55E-20,3.85E-19
ENSG00000178826,135932,TMEM139,7,142977050,142985141,protein_coding,transmembrane protein 139 [Source:HGNC Symbol;Acc:22058],3.226225225,-0.061490384,12.09575128,2.67E-20,4.02E-19
ENSG00000227776,NA,AKR1D1P1,1,167488773,167489823,pseudogene,"aldo-keto reductase family 1, member D1 pseudogene 1 [Source:HGNC Symbol;Acc:11288]",-3.537175541,-0.974929401,-12.09545241,2.68E-20,4.02E-19
ENSG00000125144,4495,MT1G,16,56700643,56701977,protein_coding,metallothionein 1G [Source:HGNC Symbol;Acc:7399],5.608825935,-2.471384091,12.10011681,2.75E-20,4.13E-19
ENSG00000146072,27242,TNFRSF21,6,47199268,47277641,protein_coding,"tumor necrosis factor receptor superfamily, member 21 [Source:HGNC Symbol;Acc:13469]",3.17455141,0.161840391,12.08547907,2.80E-20,4.20E-19
ENSG00000269237,NA,CTD-2561J22.3,19,21587961,21674068,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R3E3],4.882183976,-2.822016825,12.07296141,2.96E-20,4.43E-19
ENSG00000140543,55070,DET1,15,89054790,89089906,protein_coding,de-etiolated homolog 1 (Arabidopsis) [Source:HGNC Symbol;Acc:25477],-2.254223905,2.121203945,-12.06913936,3.01E-20,4.50E-19
ENSG00000204392,57819,LSM2,6,31765173,31774761,protein_coding,"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:13940]",2.213573926,2.141316375,12.06091551,3.12E-20,4.67E-19
ENSG00000146826,55262,C7orf43,7,99752043,99756338,protein_coding,chromosome 7 open reading frame 43 [Source:HGNC Symbol;Acc:25604],-2.490015283,4.694947528,-12.05132158,3.25E-20,4.86E-19
ENSG00000197054,284390,ZNF763,19,12035890,12091196,protein_coding,zinc finger protein 763 [Source:HGNC Symbol;Acc:27614],-2.465310776,1.690661819,-12.03429252,3.51E-20,5.24E-19
ENSG00000184992,140707,BRI3BP,12,125478246,125515777,protein_coding,BRI3 binding protein [Source:HGNC Symbol;Acc:14251],2.183405999,5.647945097,12.02857689,3.59E-20,5.37E-19
ENSG00000174944,9934,P2RY14,3,150929905,150996255,protein_coding,"purinergic receptor P2Y, G-protein coupled, 14 [Source:HGNC Symbol;Acc:16442]",3.714715131,-1.142953576,12.01877072,3.75E-20,5.60E-19
ENSG00000230982,NA,DSTNP1,21,48073470,48073934,pseudogene,destrin (actin depolymerizing factor) pseudogene 1 [Source:HGNC Symbol;Acc:23769],-3.356835762,0.746130618,-12.00829163,3.93E-20,5.86E-19
ENSG00000187474,2359,FPR3,19,52298416,52329442,protein_coding,formyl peptide receptor 3 [Source:HGNC Symbol;Acc:3828],-5.70761868,-1.59454475,-12.04279434,3.99E-20,5.95E-19
ENSG00000172336,10248,POP7,7,100303676,100305118,protein_coding,"processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:19949]",2.149879494,3.74618545,12.00291203,4.03E-20,5.99E-19
ENSG00000088882,56265,CPXM1,20,2774715,2781283,protein_coding,"carboxypeptidase X (M14 family), member 1 [Source:HGNC Symbol;Acc:15771]",3.848165876,-0.239637979,11.99136379,4.24E-20,6.30E-19
ENSG00000155368,1622,DBI,2,120124497,120130126,protein_coding,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) [Source:HGNC Symbol;Acc:2690]",2.233639378,6.578925616,11.98816433,4.30E-20,6.39E-19
ENSG00000169435,166824,RASSF6,4,74437267,74486348,protein_coding,Ras association (RalGDS/AF-6) domain family member 6 [Source:HGNC Symbol;Acc:20796],-2.745866039,0.613667971,-11.98437664,4.37E-20,6.49E-19
ENSG00000161958,2256,FGF11,17,7341592,7348256,protein_coding,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:3667],3.659645131,3.105031431,12.07425799,4.45E-20,6.60E-19
ENSG00000178038,259173,ALS2CL,3,46710487,46735194,protein_coding,ALS2 C-terminal like [Source:HGNC Symbol;Acc:20605],-3.45791,3.595027717,-12.05777372,4.87E-20,7.23E-19
ENSG00000138685,2247,FGF2,4,123747863,123819391,protein_coding,fibroblast growth factor 2 (basic) [Source:HGNC Symbol;Acc:3676],4.238047205,0.055320617,11.95510218,5.24E-20,7.77E-19
ENSG00000005020,8935,SKAP2,7,26706681,27034858,protein_coding,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:15687],2.377813455,3.946605581,11.93778871,5.37E-20,7.95E-19
ENSG00000183207,10856,RUVBL2,19,49496705,49519252,protein_coding,RuvB-like AAA ATPase 2 [Source:HGNC Symbol;Acc:10475],2.057806731,5.721134196,11.93673546,5.39E-20,7.98E-19
ENSG00000120162,79817,MOB3B,9,27325207,27529779,protein_coding,MOB kinase activator 3B [Source:HGNC Symbol;Acc:23825],2.816377044,2.162546007,11.93144573,5.52E-20,8.16E-19
ENSG00000157570,90139,TSPAN18,11,44748015,44953972,protein_coding,tetraspanin 18 [Source:HGNC Symbol;Acc:20660],-2.580892659,2.094926597,-11.91571596,5.92E-20,8.74E-19
ENSG00000227490,NA,RP11-157L3.6,9,46169973,46170336,pseudogene,,-3.623333987,-1.621582234,-11.90457325,6.22E-20,9.18E-19
ENSG00000092871,117584,RFFL,17,33333009,33416338,protein_coding,ring finger and FYVE-like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:24821],-2.050059578,6.000415025,-11.90217461,6.28E-20,9.27E-19
ENSG00000146701,4191,MDH2,7,75677369,75696826,protein_coding,"malate dehydrogenase 2, NAD (mitochondrial) [Source:HGNC Symbol;Acc:6971]",2.172315816,6.074709706,11.88640547,6.74E-20,9.93E-19
ENSG00000262847,4191,MDH2,HG1257_PATCH,75513008,75532465,protein_coding,"malate dehydrogenase 2, NAD (mitochondrial) [Source:HGNC Symbol;Acc:6971]",2.171505422,6.073769602,11.88287257,6.84E-20,1.01E-18
ENSG00000170382,10446,LRRN2,1,204586298,204654861,protein_coding,leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:16914],-3.90274302,1.668732779,-11.93708153,7.23E-20,1.06E-18
ENSG00000166503,50810,HDGFRP3,15,83784320,83876770,protein_coding,Hepatoma-derived growth factor-related protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3E1],2.953669071,4.334054218,11.92971532,7.40E-20,1.09E-18
ENSG00000141096,64180,DPEP3,16,68009566,68014732,protein_coding,dipeptidase 3 [Source:HGNC Symbol;Acc:23029],-4.61387828,-1.88906693,-11.86090354,7.54E-20,1.11E-18
ENSG00000133401,23037,PDZD2,5,31639517,32111037,protein_coding,PDZ domain containing 2 [Source:HGNC Symbol;Acc:18486],-2.917080827,0.941861248,-11.85264198,7.82E-20,1.15E-18
ENSG00000179909,7710,ZNF154,19,58208735,58220579,protein_coding,zinc finger protein 154 [Source:HGNC Symbol;Acc:12939],-2.698824003,4.288719718,-11.86393256,8.10E-20,1.19E-18
ENSG00000117643,57134,MAN1C1,1,25943959,26112698,protein_coding,"mannosidase, alpha, class 1C, member 1 [Source:HGNC Symbol;Acc:19080]",-2.163298693,5.864855682,-11.83598734,8.42E-20,1.23E-18
ENSG00000183780,148641,SLC35F3,1,234040679,234460262,protein_coding,"solute carrier family 35, member F3 [Source:HGNC Symbol;Acc:23616]",6.036826421,2.492468073,11.99612188,8.79E-20,1.29E-18
ENSG00000138061,1545,CYP1B1,2,38294116,38337044,protein_coding,"cytochrome P450, family 1, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:2597]",4.298931217,5.056079528,11.99671591,8.96E-20,1.31E-18
ENSG00000096968,3717,JAK2,9,4985033,5128183,protein_coding,Janus kinase 2 [Source:HGNC Symbol;Acc:6192],2.350942929,5.455293411,11.81413482,9.28E-20,1.36E-18
ENSG00000271541,NA,IGHM,HG1592_PATCH,106320581,106322555,IG_C_gene,immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:5541],5.468540032,0.864847335,11.91900486,9.51E-20,1.39E-18
ENSG00000160752,2224,FDPS,1,155278539,155290457,protein_coding,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:3631],2.235770449,6.93667988,11.80727301,9.57E-20,1.40E-18
ENSG00000204103,9935,MAFB,20,39314488,39317880,protein_coding,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B [Source:HGNC Symbol;Acc:6408],-5.270308619,-2.560494989,-11.80703269,9.58E-20,1.40E-18
ENSG00000187260,349136,WDR86,7,151072995,151107813,protein_coding,WD repeat domain 86 [Source:HGNC Symbol;Acc:28020],-3.352342327,-0.937151657,-11.79618757,1.00E-19,1.46E-18
ENSG00000011052,654364,NME2,17,49230951,49249105,protein_coding,NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850],3.851102941,2.598277481,11.87217013,1.07E-19,1.56E-18
ENSG00000081181,384,ARG2,14,68086515,68118437,protein_coding,arginase 2 [Source:HGNC Symbol;Acc:664],3.118412235,4.138191571,11.85576652,1.08E-19,1.57E-18
ENSG00000183691,9241,NOG,17,54671060,54672951,protein_coding,noggin [Source:HGNC Symbol;Acc:7866],-4.01694414,4.551949561,-11.92395299,1.14E-19,1.66E-18
ENSG00000116120,10056,FARSB,2,223435255,223521056,protein_coding,"phenylalanyl-tRNA synthetase, beta subunit [Source:HGNC Symbol;Acc:17800]",2.008379213,5.906894718,11.76512406,1.15E-19,1.68E-18
ENSG00000272517,7039,TGFA,HG953_PATCH,70674412,70781325,protein_coding,"transforming growth factor, alpha [Source:HGNC Symbol;Acc:11765]",-3.524171361,0.231351606,-11.76016817,1.18E-19,1.71E-18
ENSG00000163235,7039,TGFA,2,70674412,70781325,protein_coding,"transforming growth factor, alpha [Source:HGNC Symbol;Acc:11765]",-3.523236744,0.230852643,-11.75274635,1.22E-19,1.77E-18
ENSG00000099814,283638,CEP170B,14,105331617,105363107,protein_coding,centrosomal protein 170B [Source:HGNC Symbol;Acc:20362],2.944621695,1.499990148,11.75108198,1.23E-19,1.78E-18
ENSG00000114054,5096,PCCB,3,135969148,136056738,protein_coding,"propionyl CoA carboxylase, beta polypeptide [Source:HGNC Symbol;Acc:8654]",2.02110112,5.044080481,11.74481672,1.26E-19,1.83E-18
ENSG00000233469,NA,ST6GALNAC4P1,13,20392261,20392759,pseudogene,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1 [Source:HGNC Symbol;Acc:39660]",-3.571253025,-2.982576304,-11.73698741,1.31E-19,1.89E-18
ENSG00000159131,2618,GART,21,34876238,34915797,protein_coding,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:4163]",1.872311569,6.16836974,11.73623067,1.31E-19,1.90E-18
ENSG00000010327,23166,STAB1,3,52529354,52558511,protein_coding,stabilin 1 [Source:HGNC Symbol;Acc:18628],-5.257053061,-0.974104783,-11.7807693,1.32E-19,1.91E-18
ENSG00000174600,1240,CMKLR1,12,108681821,108733118,protein_coding,chemokine-like receptor 1 [Source:HGNC Symbol;Acc:2121],-4.631111251,-1.91016088,-11.72930315,1.35E-19,1.95E-18
ENSG00000133392,4629,MYH11,16,15797029,15950890,protein_coding,"myosin, heavy chain 11, smooth muscle [Source:HGNC Symbol;Acc:7569]",-2.42702879,2.674115693,-11.724671,1.38E-19,1.99E-18
ENSG00000137198,2766,GMPR,6,16238811,16295780,protein_coding,guanosine monophosphate reductase [Source:HGNC Symbol;Acc:4376],4.820700595,0.762729774,11.80937102,1.38E-19,2.00E-18
ENSG00000205930,NA,C21orf49,21,34144411,34266043,protein_coding,chromosome 21 open reading frame 49 [Source:HGNC Symbol;Acc:1290],-2.434158669,0.807824139,-11.69726283,1.56E-19,2.25E-18
ENSG00000198618,NA,PPIAP22,21,20230097,20230594,pseudogene,peptidylprolyl isomerase A (cyclophilin A) pseudogene 22 [Source:HGNC Symbol;Acc:17236],3.484564025,2.5694217,11.74569951,1.59E-19,2.29E-18
ENSG00000263140,NA,C21orf49,HSCHR21_3_CTG1_1,34144411,34271837,protein_coding,chromosome 21 open reading frame 49 [Source:HGNC Symbol;Acc:1290],-2.433532391,0.808287283,-11.69238981,1.59E-19,2.29E-18
ENSG00000103044,3038,HAS3,16,69139467,69152622,protein_coding,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:4820],-2.51185001,0.752221602,-11.68826351,1.62E-19,2.33E-18
ENSG00000214274,283,ANG,14,21152336,21167130,protein_coding,"angiogenin, ribonuclease, RNase A family, 5 [Source:HGNC Symbol;Acc:483]",4.073998769,-1.981418392,11.68388703,1.65E-19,2.38E-18
ENSG00000095015,4214,MAP3K1,5,56111401,56191979,protein_coding,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:6848]",-2.341954204,7.334405307,-11.68370223,1.66E-19,2.38E-18
ENSG00000125166,2806,GOT2,16,58741035,58768261,protein_coding,"glutamic-oxaloacetic transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:4433]",2.128012878,6.472715631,11.67946582,1.69E-19,2.42E-18
ENSG00000124635,8970,HIST1H2BJ,6,27093676,27100541,protein_coding,"histone cluster 1, H2bj [Source:HGNC Symbol;Acc:4761]",3.525621136,0.127298774,11.6727581,1.74E-19,2.49E-18
ENSG00000271582,NA,RP11-511P7.4,7,150181149,150182223,pseudogene,,-5.127274907,-2.822472346,-11.66911193,1.77E-19,2.53E-18
ENSG00000107821,81621,KAZALD1,10,102821598,102827888,protein_coding,Kazal-type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:25460],3.790274164,-2.178023337,11.66715474,1.78E-19,2.55E-18
ENSG00000129538,6035,RNASE1,14,21269387,21271437,protein_coding,"ribonuclease, RNase A family, 1 (pancreatic) [Source:HGNC Symbol;Acc:10044]",-6.635310691,-2.378608795,-11.73225247,1.85E-19,2.64E-18
ENSG00000169860,5028,P2RY1,3,152552736,152555841,protein_coding,"purinergic receptor P2Y, G-protein coupled, 1 [Source:HGNC Symbol;Acc:8539]",2.926010004,1.175079156,11.65821879,1.85E-19,2.65E-18
ENSG00000134940,56,ACRV1,11,125541417,125551018,protein_coding,acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:127],3.640682318,-2.188477499,11.64965633,1.93E-19,2.75E-18
ENSG00000152413,9456,HOMER1,5,78668459,78810040,protein_coding,homer homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:17512],2.419986991,3.132588993,11.64057235,2.01E-19,2.86E-18
ENSG00000123213,57486,NLN,5,65018023,65167553,protein_coding,neurolysin (metallopeptidase M3 family) [Source:HGNC Symbol;Acc:16058],2.133670221,4.505401272,11.64028598,2.01E-19,2.86E-18
ENSG00000104381,54332,GDAP1,8,75233365,75401107,protein_coding,ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:15968],2.85378943,3.098392746,11.64675088,2.01E-19,2.87E-18
ENSG00000126522,435,ASL,7,65540785,65558545,protein_coding,argininosuccinate lyase [Source:HGNC Symbol;Acc:746],2.11371508,3.6299371,11.63885855,2.02E-19,2.88E-18
ENSG00000073910,10129,FRY,13,32605437,32870794,protein_coding,furry homolog (Drosophila) [Source:HGNC Symbol;Acc:20367],-2.346147175,4.026538048,-11.63242251,2.08E-19,2.96E-18
ENSG00000007264,4145,MATK,19,3777971,3802127,protein_coding,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:6906],3.538219358,2.846233461,11.6986816,2.16E-19,3.08E-18
ENSG00000107719,27143,PALD1,10,72238577,72328205,protein_coding,"phosphatase domain containing, paladin 1 [Source:HGNC Symbol;Acc:23530]",4.218341788,1.619827351,11.70001026,2.17E-19,3.08E-18
ENSG00000140263,6652,SORD,15,45315302,45369383,protein_coding,sorbitol dehydrogenase [Source:HGNC Symbol;Acc:11184],2.167339989,4.642514497,11.61906561,2.21E-19,3.13E-18
ENSG00000172458,53342,IL17D,13,21276266,21297237,protein_coding,interleukin 17D [Source:HGNC Symbol;Acc:5984],2.990898424,-0.475854671,11.61618378,2.24E-19,3.17E-18
ENSG00000123454,1621,DBH,9,136501482,136524466,protein_coding,dopamine beta-hydroxylase (dopamine beta-monooxygenase) [Source:HGNC Symbol;Acc:2689],-3.106219461,1.84679835,-11.61323337,2.27E-19,3.21E-18
ENSG00000151287,93081,TEX30,13,103418340,103426161,protein_coding,testis expressed 30 [Source:HGNC Symbol;Acc:25188],2.099869018,4.070390843,11.60684938,2.33E-19,3.30E-18
ENSG00000205307,100316904,SAP25,7,100169855,100171270,protein_coding,"Sin3A-associated protein, 25kDa [Source:HGNC Symbol;Acc:41908]",-4.33199991,0.871113135,-11.66587993,2.37E-19,3.36E-18
ENSG00000106701,83856,FSD1L,9,108210077,108314714,protein_coding,fibronectin type III and SPRY domain containing 1-like [Source:HGNC Symbol;Acc:13753],2.425686067,1.597004007,11.59438078,2.46E-19,3.48E-18
ENSG00000187726,374407,DNAJB13,11,73661364,73681411,protein_coding,"DnaJ (Hsp40) homolog, subfamily B, member 13 [Source:HGNC Symbol;Acc:30718]",-3.064228508,1.156781703,-11.59263265,2.48E-19,3.51E-18
ENSG00000168615,8754,ADAM9,8,38854388,38962663,protein_coding,ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:216],2.806206837,3.324696724,11.60054594,2.49E-19,3.51E-18
ENSG00000203747,2214,FCGR3A,1,161511549,161600917,protein_coding,"Fc fragment of IgG, low affinity IIIa, receptor (CD16a) [Source:HGNC Symbol;Acc:3619]",-4.440143562,-1.985212407,-11.58952883,2.52E-19,3.55E-18
ENSG00000197093,79690,GAL3ST4,7,99756867,99766373,protein_coding,galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:24145],-2.953975019,4.51278069,-11.65331186,2.59E-19,3.65E-18
ENSG00000152240,115106,HAUS1,18,43684298,43708299,protein_coding,"HAUS augmin-like complex, subunit 1 [Source:HGNC Symbol;Acc:25174]",1.982922475,4.790471256,11.58270826,2.60E-19,3.66E-18
ENSG00000150753,22948,CCT5,5,10250033,10266524,protein_coding,"chaperonin containing TCP1, subunit 5 (epsilon) [Source:HGNC Symbol;Acc:1618]",1.98582885,8.049776435,11.575509,2.68E-19,3.77E-18
ENSG00000073150,56666,PANX2,22,50609160,50618723,protein_coding,pannexin 2 [Source:HGNC Symbol;Acc:8600],3.916931329,-1.60659328,11.56899496,2.76E-19,3.88E-18
ENSG00000170545,57228,SMAGP,12,51638342,51664674,protein_coding,small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:26918],-2.5819034,1.519090094,-11.55648086,2.92E-19,4.10E-18
ENSG00000158042,63875,MRPL17,11,6702013,6704632,protein_coding,mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:14053],2.018363469,5.13443545,11.54552503,3.06E-19,4.30E-18
ENSG00000104205,100533105,SGK3,8,67624653,67774257,protein_coding,"serum/glucocorticoid regulated kinase family, member 3 [Source:HGNC Symbol;Acc:10812]",-2.099307262,3.662045156,-11.52347554,3.38E-19,4.74E-18
ENSG00000070882,26031,OSBPL3,7,24836158,25021253,protein_coding,oxysterol binding protein-like 3 [Source:HGNC Symbol;Acc:16370],2.130090007,5.551432343,11.52284145,3.39E-19,4.75E-18
ENSG00000178386,7766,ZNF223,19,44555520,44572144,protein_coding,zinc finger protein 223 [Source:HGNC Symbol;Acc:13016],-2.453825101,1.802180362,-11.52237652,3.40E-19,4.76E-18
ENSG00000164932,115908,CTHRC1,8,104383743,104395225,protein_coding,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:18831],4.186348873,-0.119931905,11.52197749,3.55E-19,4.98E-18
ENSG00000119408,10783,NEK6,9,127019885,127115586,protein_coding,NIMA-related kinase 6 [Source:HGNC Symbol;Acc:7749],3.824539574,2.111123026,11.58144555,3.62E-19,5.07E-18
ENSG00000244486,91179,SCARF2,22,20778874,20792146,protein_coding,"scavenger receptor class F, member 2 [Source:HGNC Symbol;Acc:19869]",-3.412593561,-0.841532952,-11.50601096,3.65E-19,5.11E-18
ENSG00000198185,55713,ZNF334,20,45129701,45142198,protein_coding,zinc finger protein 334 [Source:HGNC Symbol;Acc:15806],2.930660923,0.538525936,11.50029942,3.75E-19,5.24E-18
ENSG00000164930,8323,FZD6,8,104310661,104345094,protein_coding,frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044],2.66182776,3.76107878,11.49707498,3.84E-19,5.37E-18
ENSG00000159904,645700,ZNF890P,7,5160870,5184177,pseudogene,"zinc finger protein 890, pseudogene [Source:HGNC Symbol;Acc:38691]",-5.353207065,0.321031653,-11.57249638,4.10E-19,5.73E-18
ENSG00000131650,79412,KREMEN2,16,3013945,3018384,protein_coding,kringle containing transmembrane protein 2 [Source:HGNC Symbol;Acc:18797],3.701011852,-2.490998233,11.47134501,4.27E-19,5.95E-18
ENSG00000269501,728855,RP11-353N4.6,1,149575482,149616786,pseudogene,,-2.243646783,6.383635763,-11.4634931,4.42E-19,6.15E-18
ENSG00000217801,100288175,RP11-465B22.3,1,995114,1004735,pseudogene,,2.637094774,3.619893517,11.45399006,4.61E-19,6.42E-18
ENSG00000126878,83543,AIF1L,9,133971863,133998539,protein_coding,allograft inflammatory factor 1-like [Source:HGNC Symbol;Acc:28904],4.083192567,-0.149843219,11.45011828,4.73E-19,6.58E-18
ENSG00000212993,5462,POU5F1B,8,128426535,128432311,protein_coding,POU class 5 homeobox 1B [Source:HGNC Symbol;Acc:9223],-2.698934216,-0.413578345,-11.43709993,4.97E-19,6.91E-18
ENSG00000167207,64127,NOD2,16,50727514,50766988,protein_coding,nucleotide-binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:5331],3.520427172,0.96007161,11.43267396,5.07E-19,7.05E-18
ENSG00000122176,2331,FMOD,1,203309756,203320617,protein_coding,fibromodulin [Source:HGNC Symbol;Acc:3774],6.636893332,-0.667643637,11.49994416,5.62E-19,7.80E-18
ENSG00000168393,1841,DTYMK,2,242615157,242626406,protein_coding,deoxythymidylate kinase (thymidylate kinase) [Source:HGNC Symbol;Acc:3061],2.05577855,4.611069909,11.39632246,5.96E-19,8.27E-18
ENSG00000179165,222659,PXT1,6,36358328,36410666,protein_coding,"peroxisomal, testis specific 1 [Source:HGNC Symbol;Acc:18312]",3.765930189,-2.407016802,11.3711454,6.68E-19,9.25E-18
ENSG00000166002,56935,SMCO4,11,93211638,93276674,protein_coding,single-pass membrane protein with coiled-coil domains 4 [Source:HGNC Symbol;Acc:24810],2.728893406,1.462010516,11.37049277,6.70E-19,9.27E-18
ENSG00000236826,57819,LSM2,HSCHR6_MHC_COX,31752537,31762128,protein_coding,"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:13940]",2.235444853,2.200084436,11.36685728,6.81E-19,9.42E-18
ENSG00000248334,440253,WHAMMP2,15,28982729,29002537,pseudogene,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2 [Source:HGNC Symbol;Acc:32360]",-2.377816554,3.561979054,-11.36337291,6.91E-19,9.56E-18
ENSG00000172380,55970,GNG12,1,68167149,68299150,protein_coding,"guanine nucleotide binding protein (G protein), gamma 12 [Source:HGNC Symbol;Acc:19663]",4.449653984,-1.64870571,11.35680401,7.12E-19,9.84E-18
ENSG00000130707,445,ASS1,9,133320316,133376661,protein_coding,argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:758],5.556526877,-0.517191119,11.41004157,7.53E-19,1.04E-17
ENSG00000161912,221442,ADCY10P1,6,41068761,41108571,pseudogene,adenylate cyclase 10 (soluble) pseudogene 1 [Source:HGNC Symbol;Acc:44143],-3.375495239,1.891782279,-11.36973455,7.59E-19,1.05E-17
ENSG00000091140,1738,DLD,7,107531415,107572175,protein_coding,dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:2898],1.90979956,6.658138261,11.3414626,7.62E-19,1.05E-17
ENSG00000244720,NA,RP11-402J7.2,3,111352519,111353936,pseudogene,,-3.536363509,0.286006854,-11.33170081,7.97E-19,1.10E-17
ENSG00000041982,3371,TNC,9,117782806,117880536,protein_coding,tenascin C [Source:HGNC Symbol;Acc:5318],5.260626828,-0.260843007,11.40128181,8.00E-19,1.10E-17
ENSG00000141655,8792,TNFRSF11A,18,59992520,60058516,protein_coding,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator [Source:HGNC Symbol;Acc:11908]",4.587681997,1.62302943,11.42874617,8.01E-19,1.10E-17
ENSG00000088832,101929368,FKBP1A,20,1349622,1373806,protein_coding,"FK506 binding protein 1A, 12kDa [Source:HGNC Symbol;Acc:3711]",1.988530893,7.335030722,11.32973321,8.04E-19,1.10E-17
ENSG00000125821,92675,DTD1,20,18568537,18744561,protein_coding,D-tyrosyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:16219],2.245627258,4.235492684,11.31582411,8.55E-19,1.18E-17
ENSG00000125885,84515,MCM8,20,5931298,5975852,protein_coding,minichromosome maintenance complex component 8 [Source:HGNC Symbol;Acc:16147],2.248008413,5.216642272,11.31497659,8.59E-19,1.18E-17
ENSG00000268139,4007,PRICKLE3,HG1436_HG1432_PATCH,49034953,49045768,protein_coding,Prickle-like protein 3  [Source:UniProtKB/TrEMBL;Acc:F5H4N2],7.045397082,-2.071248784,11.39568726,8.84E-19,1.21E-17
ENSG00000225828,100128071,FAM229A,1,32826871,32829879,protein_coding,"family with sequence similarity 229, member A [Source:HGNC Symbol;Acc:44652]",-3.274807399,2.512291771,-11.35283357,8.85E-19,1.21E-17
ENSG00000221890,23467,NPTXR,22,39214457,39239987,protein_coding,neuronal pentraxin receptor [Source:HGNC Symbol;Acc:7954],-2.725001517,1.331654222,-11.30037778,9.17E-19,1.26E-17
ENSG00000118515,6446,SGK1,6,134490384,134639250,protein_coding,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:10810],3.094317608,4.300197719,11.37080389,9.37E-19,1.28E-17
ENSG00000105974,857,CAV1,7,116164839,116201233,protein_coding,"caveolin 1, caveolae protein, 22kDa [Source:HGNC Symbol;Acc:1527]",4.452270603,-1.97389902,11.29140026,9.54E-19,1.31E-17
ENSG00000178035,3615,IMPDH2,3,49061758,49066841,protein_coding,IMP (inosine 5'-monophosphate) dehydrogenase 2 [Source:HGNC Symbol;Acc:6053],2.071397057,8.059356042,11.28875791,9.66E-19,1.32E-17
ENSG00000104951,259307,IL4I1,19,50392911,50432796,protein_coding,interleukin 4 induced 1 [Source:HGNC Symbol;Acc:19094],3.426226404,1.202828924,11.28300707,1.01E-18,1.37E-17
